id, date, time, in, out, inSum, outSum
1,2021-01-01,05:00,0,0,0,0
2,2021-01-01,05:00,0,0,0,0
3,2021-01-01,05:00,0,0,0,0
4,2021-01-01,05:00,0,0,0,0
5,2021-01-01,05:00,0,0,0,0
6,2021-01-01,05:00,0,0,0,0
7,2021-01-01,05:00,0,0,0,0
8,2021-01-01,05:00,0,0,0,0
9,2021-01-01,05:00,2,0,2,0
10,2021-01-01,05:00,0,0,0,0
11,2021-01-01,05:00,0,0,0,0
12,2021-01-01,05:00,0,0,0,0
13,2021-01-01,05:00,1,0,1,0
14,2021-01-01,05:00,0,0,0,0
15,2021-01-01,05:00,0,0,0,0
16,2021-01-01,05:00,0,0,0,0
17,2021-01-01,05:00,0,0,0,0
18,2021-01-01,05:00,0,0,0,0
19,2021-01-01,05:00,0,0,0,0
1,2021-01-01,05:01,0,0,0,0
2,2021-01-01,05:01,0,0,0,0
3,2021-01-01,05:01,0,0,0,0
4,2021-01-01,05:01,0,0,0,0
5,2021-01-01,05:01,0,0,0,0
6,2021-01-01,05:01,0,0,0,0
7,2021-01-01,05:01,0,0,0,0
8,2021-01-01,05:01,0,0,0,0
9,2021-01-01,05:01,0,0,2,0
10,2021-01-01,05:01,0,0,0,0
11,2021-01-01,05:01,0,0,0,0
12,2021-01-01,05:01,0,0,0,0
13,2021-01-01,05:01,2,0,3,0
14,2021-01-01,05:01,0,0,0,0
15,2021-01-01,05:01,0,0,0,0
16,2021-01-01,05:01,0,0,0,0
17,2021-01-01,05:01,0,0,0,0
18,2021-01-01,05:01,0,0,0,0
19,2021-01-01,05:01,0,0,0,0
1,2021-01-01,05:02,0,0,0,0
2,2021-01-01,05:02,0,0,0,0
3,2021-01-01,05:02,0,0,0,0
4,2021-01-01,05:02,0,0,0,0
5,2021-01-01,05:02,0,0,0,0
6,2021-01-01,05:02,0,0,0,0
7,2021-01-01,05:02,0,0,0,0
8,2021-01-01,05:02,0,0,0,0
9,2021-01-01,05:02,0,0,2,0
10,2021-01-01,05:02,0,0,0,0
11,2021-01-01,05:02,0,3,0,3
12,2021-01-01,05:02,0,0,0,0
13,2021-01-01,05:02,0,0,3,0
14,2021-01-01,05:02,0,0,0,0
15,2021-01-01,05:02,0,0,0,0
16,2021-01-01,05:02,0,0,0,0
17,2021-01-01,05:02,0,0,0,0
18,2021-01-01,05:02,0,0,0,0
19,2021-01-01,05:02,0,0,0,0
1,2021-01-01,05:03,0,0,0,0
2,2021-01-01,05:03,0,0,0,0
3,2021-01-01,05:03,0,0,0,0
4,2021-01-01,05:03,0,0,0,0
5,2021-01-01,05:03,0,0,0,0
6,2021-01-01,05:03,0,0,0,0
7,2021-01-01,05:03,0,0,0,0
8,2021-01-01,05:03,0,0,0,0
9,2021-01-01,05:03,0,0,2,0
10,2021-01-01,05:03,0,0,0,0
11,2021-01-01,05:03,0,3,0,6
12,2021-01-01,05:03,0,0,0,0
13,2021-01-01,05:03,0,0,3,0
14,2021-01-01,05:03,0,0,0,0
15,2021-01-01,05:03,0,0,0,0
16,2021-01-01,05:03,0,0,0,0
17,2021-01-01,05:03,0,0,0,0
18,2021-01-01,05:03,0,0,0,0
19,2021-01-01,05:03,0,0,0,0
1,2021-01-01,05:04,0,0,0,0
2,2021-01-01,05:04,0,0,0,0
3,2021-01-01,05:04,0,0,0,0
4,2021-01-01,05:04,0,0,0,0
5,2021-01-01,05:04,0,0,0,0
6,2021-01-01,05:04,0,0,0,0
7,2021-01-01,05:04,0,0,0,0
8,2021-01-01,05:04,0,0,0,0
9,2021-01-01,05:04,0,0,2,0
10,2021-01-01,05:04,0,0,0,0
11,2021-01-01,05:04,0,3,0,9
12,2021-01-01,05:04,0,0,0,0
13,2021-01-01,05:04,0,0,3,0
14,2021-01-01,05:04,0,0,0,0
15,2021-01-01,05:04,0,0,0,0
16,2021-01-01,05:04,0,0,0,0
17,2021-01-01,05:04,0,0,0,0
18,2021-01-01,05:04,0,0,0,0
19,2021-01-01,05:04,0,0,0,0
1,2021-01-01,05:05,0,0,0,0
2,2021-01-01,05:05,0,0,0,0
3,2021-01-01,05:05,0,0,0,0
4,2021-01-01,05:05,0,0,0,0
5,2021-01-01,05:05,0,0,0,0
6,2021-01-01,05:05,0,0,0,0
7,2021-01-01,05:05,0,0,0,0
8,2021-01-01,05:05,0,0,0,0
9,2021-01-01,05:05,0,0,2,0
10,2021-01-01,05:05,0,0,0,0
11,2021-01-01,05:05,0,0,0,9
12,2021-01-01,05:05,0,0,0,0
13,2021-01-01,05:05,0,0,3,0
14,2021-01-01,05:05,0,0,0,0
15,2021-01-01,05:05,0,0,0,0
16,2021-01-01,05:05,0,0,0,0
17,2021-01-01,05:05,0,0,0,0
18,2021-01-01,05:05,0,0,0,0
19,2021-01-01,05:05,0,0,0,0
1,2021-01-01,05:06,0,0,0,0
2,2021-01-01,05:06,0,0,0,0
3,2021-01-01,05:06,0,0,0,0
4,2021-01-01,05:06,0,0,0,0
5,2021-01-01,05:06,0,0,0,0
6,2021-01-01,05:06,0,0,0,0
7,2021-01-01,05:06,0,0,0,0
8,2021-01-01,05:06,0,0,0,0
9,2021-01-01,05:06,1,0,3,0
10,2021-01-01,05:06,0,0,0,0
11,2021-01-01,05:06,0,1,0,10
12,2021-01-01,05:06,0,0,0,0
13,2021-01-01,05:06,0,0,3,0
14,2021-01-01,05:06,0,0,0,0
15,2021-01-01,05:06,0,0,0,0
16,2021-01-01,05:06,0,0,0,0
17,2021-01-01,05:06,0,0,0,0
18,2021-01-01,05:06,0,0,0,0
19,2021-01-01,05:06,0,0,0,0
1,2021-01-01,05:07,0,0,0,0
2,2021-01-01,05:07,0,0,0,0
3,2021-01-01,05:07,0,0,0,0
4,2021-01-01,05:07,0,0,0,0
5,2021-01-01,05:07,0,0,0,0
6,2021-01-01,05:07,0,0,0,0
7,2021-01-01,05:07,0,0,0,0
8,2021-01-01,05:07,0,0,0,0
9,2021-01-01,05:07,0,0,3,0
10,2021-01-01,05:07,0,0,0,0
11,2021-01-01,05:07,0,0,0,10
12,2021-01-01,05:07,0,1,0,1
13,2021-01-01,05:07,0,0,3,0
14,2021-01-01,05:07,0,0,0,0
15,2021-01-01,05:07,0,0,0,0
16,2021-01-01,05:07,0,0,0,0
17,2021-01-01,05:07,0,0,0,0
18,2021-01-01,05:07,0,0,0,0
19,2021-01-01,05:07,0,0,0,0
1,2021-01-01,05:08,0,0,0,0
2,2021-01-01,05:08,0,0,0,0
3,2021-01-01,05:08,0,0,0,0
4,2021-01-01,05:08,0,0,0,0
5,2021-01-01,05:08,0,0,0,0
6,2021-01-01,05:08,0,0,0,0
7,2021-01-01,05:08,0,0,0,0
8,2021-01-01,05:08,0,0,0,0
9,2021-01-01,05:08,0,0,3,0
10,2021-01-01,05:08,0,0,0,0
11,2021-01-01,05:08,0,0,0,10
12,2021-01-01,05:08,0,0,0,1
13,2021-01-01,05:08,0,0,3,0
14,2021-01-01,05:08,0,0,0,0
15,2021-01-01,05:08,0,0,0,0
16,2021-01-01,05:08,0,0,0,0
17,2021-01-01,05:08,0,0,0,0
18,2021-01-01,05:08,0,0,0,0
19,2021-01-01,05:08,0,0,0,0
1,2021-01-01,05:09,0,0,0,0
2,2021-01-01,05:09,0,0,0,0
3,2021-01-01,05:09,0,0,0,0
4,2021-01-01,05:09,0,0,0,0
5,2021-01-01,05:09,0,0,0,0
6,2021-01-01,05:09,0,0,0,0
7,2021-01-01,05:09,0,0,0,0
8,2021-01-01,05:09,0,0,0,0
9,2021-01-01,05:09,0,0,3,0
10,2021-01-01,05:09,0,0,0,0
11,2021-01-01,05:09,1,1,1,11
12,2021-01-01,05:09,0,0,0,1
13,2021-01-01,05:09,0,0,3,0
14,2021-01-01,05:09,0,0,0,0
15,2021-01-01,05:09,0,0,0,0
16,2021-01-01,05:09,0,0,0,0
17,2021-01-01,05:09,0,0,0,0
18,2021-01-01,05:09,0,0,0,0
19,2021-01-01,05:09,0,0,0,0
1,2021-01-01,05:10,0,0,0,0
2,2021-01-01,05:10,0,0,0,0
3,2021-01-01,05:10,0,0,0,0
4,2021-01-01,05:10,0,0,0,0
5,2021-01-01,05:10,0,0,0,0
6,2021-01-01,05:10,0,0,0,0
7,2021-01-01,05:10,0,0,0,0
8,2021-01-01,05:10,0,0,0,0
9,2021-01-01,05:10,0,0,3,0
10,2021-01-01,05:10,0,0,0,0
11,2021-01-01,05:10,0,2,1,13
12,2021-01-01,05:10,0,0,0,1
13,2021-01-01,05:10,0,0,3,0
14,2021-01-01,05:10,0,0,0,0
15,2021-01-01,05:10,0,0,0,0
16,2021-01-01,05:10,0,0,0,0
17,2021-01-01,05:10,0,0,0,0
18,2021-01-01,05:10,0,0,0,0
19,2021-01-01,05:10,0,0,0,0
1,2021-01-01,05:11,0,0,0,0
2,2021-01-01,05:11,0,0,0,0
3,2021-01-01,05:11,0,0,0,0
4,2021-01-01,05:11,0,0,0,0
5,2021-01-01,05:11,0,0,0,0
6,2021-01-01,05:11,0,0,0,0
7,2021-01-01,05:11,0,0,0,0
8,2021-01-01,05:11,0,0,0,0
9,2021-01-01,05:11,0,0,3,0
10,2021-01-01,05:11,0,0,0,0
11,2021-01-01,05:11,0,0,1,13
12,2021-01-01,05:11,0,0,0,1
13,2021-01-01,05:11,0,1,3,1
14,2021-01-01,05:11,0,0,0,0
15,2021-01-01,05:11,0,0,0,0
16,2021-01-01,05:11,0,0,0,0
17,2021-01-01,05:11,0,0,0,0
18,2021-01-01,05:11,0,0,0,0
19,2021-01-01,05:11,0,0,0,0
1,2021-01-01,05:12,0,0,0,0
2,2021-01-01,05:12,0,0,0,0
3,2021-01-01,05:12,0,0,0,0
4,2021-01-01,05:12,0,0,0,0
5,2021-01-01,05:12,0,0,0,0
6,2021-01-01,05:12,0,0,0,0
7,2021-01-01,05:12,0,0,0,0
8,2021-01-01,05:12,0,0,0,0
9,2021-01-01,05:12,0,0,3,0
10,2021-01-01,05:12,0,0,0,0
11,2021-01-01,05:12,0,0,1,13
12,2021-01-01,05:12,1,0,1,1
13,2021-01-01,05:12,0,0,3,1
14,2021-01-01,05:12,0,0,0,0
15,2021-01-01,05:12,0,0,0,0
16,2021-01-01,05:12,0,0,0,0
17,2021-01-01,05:12,0,0,0,0
18,2021-01-01,05:12,0,0,0,0
19,2021-01-01,05:12,0,0,0,0
1,2021-01-01,05:13,0,0,0,0
2,2021-01-01,05:13,0,0,0,0
3,2021-01-01,05:13,0,0,0,0
4,2021-01-01,05:13,0,0,0,0
5,2021-01-01,05:13,0,0,0,0
6,2021-01-01,05:13,0,0,0,0
7,2021-01-01,05:13,0,0,0,0
8,2021-01-01,05:13,0,0,0,0
9,2021-01-01,05:13,0,0,3,0
10,2021-01-01,05:13,0,0,0,0
11,2021-01-01,05:13,0,0,1,13
12,2021-01-01,05:13,0,0,1,1
13,2021-01-01,05:13,0,0,3,1
14,2021-01-01,05:13,0,0,0,0
15,2021-01-01,05:13,0,0,0,0
16,2021-01-01,05:13,0,0,0,0
17,2021-01-01,05:13,0,0,0,0
18,2021-01-01,05:13,0,0,0,0
19,2021-01-01,05:13,0,0,0,0
1,2021-01-01,05:14,0,0,0,0
2,2021-01-01,05:14,0,0,0,0
3,2021-01-01,05:14,0,0,0,0
4,2021-01-01,05:14,0,0,0,0
5,2021-01-01,05:14,0,0,0,0
6,2021-01-01,05:14,0,0,0,0
7,2021-01-01,05:14,0,0,0,0
8,2021-01-01,05:14,0,0,0,0
9,2021-01-01,05:14,0,0,3,0
10,2021-01-01,05:14,0,0,0,0
11,2021-01-01,05:14,0,0,1,13
12,2021-01-01,05:14,0,0,1,1
13,2021-01-01,05:14,0,0,3,1
14,2021-01-01,05:14,0,0,0,0
15,2021-01-01,05:14,0,0,0,0
16,2021-01-01,05:14,0,0,0,0
17,2021-01-01,05:14,0,0,0,0
18,2021-01-01,05:14,0,0,0,0
19,2021-01-01,05:14,0,0,0,0
1,2021-01-01,05:15,0,0,0,0
2,2021-01-01,05:15,0,0,0,0
3,2021-01-01,05:15,0,0,0,0
4,2021-01-01,05:15,0,0,0,0
5,2021-01-01,05:15,0,0,0,0
6,2021-01-01,05:15,0,0,0,0
7,2021-01-01,05:15,0,0,0,0
8,2021-01-01,05:15,0,0,0,0
9,2021-01-01,05:15,0,0,3,0
10,2021-01-01,05:15,0,0,0,0
11,2021-01-01,05:15,0,0,1,13
12,2021-01-01,05:15,0,0,1,1
13,2021-01-01,05:15,0,0,3,1
14,2021-01-01,05:15,0,0,0,0
15,2021-01-01,05:15,0,0,0,0
16,2021-01-01,05:15,0,0,0,0
17,2021-01-01,05:15,0,0,0,0
18,2021-01-01,05:15,0,0,0,0
19,2021-01-01,05:15,0,0,0,0
1,2021-01-01,05:16,0,0,0,0
2,2021-01-01,05:16,0,0,0,0
3,2021-01-01,05:16,0,0,0,0
4,2021-01-01,05:16,0,0,0,0
5,2021-01-01,05:16,0,0,0,0
6,2021-01-01,05:16,0,0,0,0
7,2021-01-01,05:16,0,0,0,0
8,2021-01-01,05:16,0,0,0,0
9,2021-01-01,05:16,0,0,3,0
10,2021-01-01,05:16,0,0,0,0
11,2021-01-01,05:16,0,0,1,13
12,2021-01-01,05:16,0,0,1,1
13,2021-01-01,05:16,0,0,3,1
14,2021-01-01,05:16,0,0,0,0
15,2021-01-01,05:16,0,0,0,0
16,2021-01-01,05:16,0,0,0,0
17,2021-01-01,05:16,0,0,0,0
18,2021-01-01,05:16,0,0,0,0
19,2021-01-01,05:16,0,0,0,0
1,2021-01-01,05:17,0,0,0,0
2,2021-01-01,05:17,0,0,0,0
3,2021-01-01,05:17,0,0,0,0
4,2021-01-01,05:17,0,0,0,0
5,2021-01-01,05:17,0,0,0,0
6,2021-01-01,05:17,0,0,0,0
7,2021-01-01,05:17,0,0,0,0
8,2021-01-01,05:17,0,0,0,0
9,2021-01-01,05:17,0,0,3,0
10,2021-01-01,05:17,0,0,0,0
11,2021-01-01,05:17,0,0,1,13
12,2021-01-01,05:17,0,0,1,1
13,2021-01-01,05:17,0,0,3,1
14,2021-01-01,05:17,0,0,0,0
15,2021-01-01,05:17,0,0,0,0
16,2021-01-01,05:17,0,0,0,0
17,2021-01-01,05:17,0,0,0,0
18,2021-01-01,05:17,0,0,0,0
19,2021-01-01,05:17,0,0,0,0
1,2021-01-01,05:18,0,0,0,0
2,2021-01-01,05:18,0,0,0,0
3,2021-01-01,05:18,0,0,0,0
4,2021-01-01,05:18,0,0,0,0
5,2021-01-01,05:18,0,0,0,0
6,2021-01-01,05:18,0,0,0,0
7,2021-01-01,05:18,0,0,0,0
8,2021-01-01,05:18,0,0,0,0
9,2021-01-01,05:18,1,0,4,0
10,2021-01-01,05:18,0,0,0,0
11,2021-01-01,05:18,0,0,1,13
12,2021-01-01,05:18,0,0,1,1
13,2021-01-01,05:18,0,0,3,1
14,2021-01-01,05:18,0,0,0,0
15,2021-01-01,05:18,0,0,0,0
16,2021-01-01,05:18,0,0,0,0
17,2021-01-01,05:18,0,0,0,0
18,2021-01-01,05:18,0,0,0,0
19,2021-01-01,05:18,0,0,0,0
1,2021-01-01,05:19,0,0,0,0
2,2021-01-01,05:19,0,0,0,0
3,2021-01-01,05:19,0,0,0,0
4,2021-01-01,05:19,0,0,0,0
5,2021-01-01,05:19,0,0,0,0
6,2021-01-01,05:19,0,0,0,0
7,2021-01-01,05:19,0,0,0,0
8,2021-01-01,05:19,0,0,0,0
9,2021-01-01,05:19,0,0,4,0
10,2021-01-01,05:19,0,0,0,0
11,2021-01-01,05:19,0,0,1,13
12,2021-01-01,05:19,0,0,1,1
13,2021-01-01,05:19,0,0,3,1
14,2021-01-01,05:19,0,0,0,0
15,2021-01-01,05:19,0,0,0,0
16,2021-01-01,05:19,0,0,0,0
17,2021-01-01,05:19,0,0,0,0
18,2021-01-01,05:19,0,0,0,0
19,2021-01-01,05:19,0,0,0,0
1,2021-01-01,05:20,0,0,0,0
2,2021-01-01,05:20,0,0,0,0
3,2021-01-01,05:20,0,0,0,0
4,2021-01-01,05:20,0,0,0,0
5,2021-01-01,05:20,0,0,0,0
6,2021-01-01,05:20,0,0,0,0
7,2021-01-01,05:20,0,0,0,0
8,2021-01-01,05:20,0,0,0,0
9,2021-01-01,05:20,0,0,4,0
10,2021-01-01,05:20,0,0,0,0
11,2021-01-01,05:20,0,0,1,13
12,2021-01-01,05:20,0,0,1,1
13,2021-01-01,05:20,0,0,3,1
14,2021-01-01,05:20,0,0,0,0
15,2021-01-01,05:20,0,0,0,0
16,2021-01-01,05:20,0,0,0,0
17,2021-01-01,05:20,0,0,0,0
18,2021-01-01,05:20,0,0,0,0
19,2021-01-01,05:20,0,0,0,0
1,2021-01-01,05:21,0,0,0,0
2,2021-01-01,05:21,0,0,0,0
3,2021-01-01,05:21,0,0,0,0
4,2021-01-01,05:21,0,0,0,0
5,2021-01-01,05:21,0,0,0,0
6,2021-01-01,05:21,0,0,0,0
7,2021-01-01,05:21,0,0,0,0
8,2021-01-01,05:21,0,0,0,0
9,2021-01-01,05:21,0,0,4,0
10,2021-01-01,05:21,0,0,0,0
11,2021-01-01,05:21,0,0,1,13
12,2021-01-01,05:21,0,0,1,1
13,2021-01-01,05:21,0,0,3,1
14,2021-01-01,05:21,0,0,0,0
15,2021-01-01,05:21,0,0,0,0
16,2021-01-01,05:21,0,0,0,0
17,2021-01-01,05:21,0,0,0,0
18,2021-01-01,05:21,0,0,0,0
19,2021-01-01,05:21,0,0,0,0
1,2021-01-01,05:22,0,0,0,0
2,2021-01-01,05:22,0,0,0,0
3,2021-01-01,05:22,0,0,0,0
4,2021-01-01,05:22,0,0,0,0
5,2021-01-01,05:22,0,0,0,0
6,2021-01-01,05:22,0,0,0,0
7,2021-01-01,05:22,0,0,0,0
8,2021-01-01,05:22,0,0,0,0
9,2021-01-01,05:22,0,0,4,0
10,2021-01-01,05:22,0,0,0,0
11,2021-01-01,05:22,0,0,1,13
12,2021-01-01,05:22,0,0,1,1
13,2021-01-01,05:22,0,0,3,1
14,2021-01-01,05:22,0,0,0,0
15,2021-01-01,05:22,0,0,0,0
16,2021-01-01,05:22,0,0,0,0
17,2021-01-01,05:22,0,0,0,0
18,2021-01-01,05:22,0,0,0,0
19,2021-01-01,05:22,0,0,0,0
1,2021-01-01,05:23,0,0,0,0
2,2021-01-01,05:23,0,0,0,0
3,2021-01-01,05:23,0,0,0,0
4,2021-01-01,05:23,0,0,0,0
5,2021-01-01,05:23,0,0,0,0
6,2021-01-01,05:23,0,0,0,0
7,2021-01-01,05:23,0,0,0,0
8,2021-01-01,05:23,0,0,0,0
9,2021-01-01,05:23,0,0,4,0
10,2021-01-01,05:23,0,0,0,0
11,2021-01-01,05:23,0,0,1,13
12,2021-01-01,05:23,0,0,1,1
13,2021-01-01,05:23,0,0,3,1
14,2021-01-01,05:23,0,0,0,0
15,2021-01-01,05:23,0,0,0,0
16,2021-01-01,05:23,0,0,0,0
17,2021-01-01,05:23,0,0,0,0
18,2021-01-01,05:23,0,0,0,0
19,2021-01-01,05:23,0,0,0,0
1,2021-01-01,05:24,0,0,0,0
2,2021-01-01,05:24,0,0,0,0
3,2021-01-01,05:24,0,0,0,0
4,2021-01-01,05:24,0,0,0,0
5,2021-01-01,05:24,0,0,0,0
6,2021-01-01,05:24,0,0,0,0
7,2021-01-01,05:24,0,0,0,0
8,2021-01-01,05:24,0,0,0,0
9,2021-01-01,05:24,0,0,4,0
10,2021-01-01,05:24,0,0,0,0
11,2021-01-01,05:24,0,0,1,13
12,2021-01-01,05:24,0,0,1,1
13,2021-01-01,05:24,0,0,3,1
14,2021-01-01,05:24,0,0,0,0
15,2021-01-01,05:24,0,0,0,0
16,2021-01-01,05:24,0,0,0,0
17,2021-01-01,05:24,0,0,0,0
18,2021-01-01,05:24,0,0,0,0
19,2021-01-01,05:24,0,0,0,0
1,2021-01-01,05:25,0,0,0,0
2,2021-01-01,05:25,0,0,0,0
3,2021-01-01,05:25,0,0,0,0
4,2021-01-01,05:25,0,0,0,0
5,2021-01-01,05:25,0,0,0,0
6,2021-01-01,05:25,0,0,0,0
7,2021-01-01,05:25,0,0,0,0
8,2021-01-01,05:25,0,0,0,0
9,2021-01-01,05:25,0,0,4,0
10,2021-01-01,05:25,0,0,0,0
11,2021-01-01,05:25,0,0,1,13
12,2021-01-01,05:25,0,0,1,1
13,2021-01-01,05:25,0,0,3,1
14,2021-01-01,05:25,0,0,0,0
15,2021-01-01,05:25,0,0,0,0
16,2021-01-01,05:25,0,0,0,0
17,2021-01-01,05:25,0,0,0,0
18,2021-01-01,05:25,0,0,0,0
19,2021-01-01,05:25,0,0,0,0
1,2021-01-01,05:26,0,0,0,0
2,2021-01-01,05:26,0,0,0,0
3,2021-01-01,05:26,0,0,0,0
4,2021-01-01,05:26,0,0,0,0
5,2021-01-01,05:26,0,0,0,0
6,2021-01-01,05:26,0,0,0,0
7,2021-01-01,05:26,0,0,0,0
8,2021-01-01,05:26,0,0,0,0
9,2021-01-01,05:26,0,0,4,0
10,2021-01-01,05:26,0,0,0,0
11,2021-01-01,05:26,0,0,1,13
12,2021-01-01,05:26,0,0,1,1
13,2021-01-01,05:26,0,0,3,1
14,2021-01-01,05:26,0,0,0,0
15,2021-01-01,05:26,0,0,0,0
16,2021-01-01,05:26,0,0,0,0
17,2021-01-01,05:26,0,0,0,0
18,2021-01-01,05:26,0,0,0,0
19,2021-01-01,05:26,0,0,0,0
1,2021-01-01,05:27,0,0,0,0
2,2021-01-01,05:27,0,0,0,0
3,2021-01-01,05:27,0,0,0,0
4,2021-01-01,05:27,0,0,0,0
5,2021-01-01,05:27,0,0,0,0
6,2021-01-01,05:27,0,0,0,0
7,2021-01-01,05:27,0,0,0,0
8,2021-01-01,05:27,0,0,0,0
9,2021-01-01,05:27,0,0,4,0
10,2021-01-01,05:27,0,0,0,0
11,2021-01-01,05:27,0,0,1,13
12,2021-01-01,05:27,0,0,1,1
13,2021-01-01,05:27,0,0,3,1
14,2021-01-01,05:27,0,0,0,0
15,2021-01-01,05:27,0,0,0,0
16,2021-01-01,05:27,0,0,0,0
17,2021-01-01,05:27,0,0,0,0
18,2021-01-01,05:27,0,0,0,0
19,2021-01-01,05:27,0,0,0,0
1,2021-01-01,05:28,0,0,0,0
2,2021-01-01,05:28,0,0,0,0
3,2021-01-01,05:28,0,0,0,0
4,2021-01-01,05:28,0,0,0,0
5,2021-01-01,05:28,0,0,0,0
6,2021-01-01,05:28,0,0,0,0
7,2021-01-01,05:28,0,0,0,0
8,2021-01-01,05:28,0,0,0,0
9,2021-01-01,05:28,0,0,4,0
10,2021-01-01,05:28,0,0,0,0
11,2021-01-01,05:28,0,0,1,13
12,2021-01-01,05:28,0,0,1,1
13,2021-01-01,05:28,0,0,3,1
14,2021-01-01,05:28,0,0,0,0
15,2021-01-01,05:28,0,0,0,0
16,2021-01-01,05:28,0,0,0,0
17,2021-01-01,05:28,0,0,0,0
18,2021-01-01,05:28,0,0,0,0
19,2021-01-01,05:28,0,0,0,0
1,2021-01-01,05:29,0,0,0,0
2,2021-01-01,05:29,0,0,0,0
3,2021-01-01,05:29,0,0,0,0
4,2021-01-01,05:29,0,0,0,0
5,2021-01-01,05:29,0,0,0,0
6,2021-01-01,05:29,0,0,0,0
7,2021-01-01,05:29,0,0,0,0
8,2021-01-01,05:29,0,0,0,0
9,2021-01-01,05:29,0,0,4,0
10,2021-01-01,05:29,0,0,0,0
11,2021-01-01,05:29,0,0,1,13
12,2021-01-01,05:29,0,0,1,1
13,2021-01-01,05:29,0,0,3,1
14,2021-01-01,05:29,0,0,0,0
15,2021-01-01,05:29,0,0,0,0
16,2021-01-01,05:29,0,0,0,0
17,2021-01-01,05:29,0,0,0,0
18,2021-01-01,05:29,0,0,0,0
19,2021-01-01,05:29,0,0,0,0
1,2021-01-01,05:30,0,0,0,0
2,2021-01-01,05:30,0,0,0,0
3,2021-01-01,05:30,0,0,0,0
4,2021-01-01,05:30,0,0,0,0
5,2021-01-01,05:30,0,0,0,0
6,2021-01-01,05:30,0,0,0,0
7,2021-01-01,05:30,0,0,0,0
8,2021-01-01,05:30,0,0,0,0
9,2021-01-01,05:30,1,0,5,0
10,2021-01-01,05:30,0,0,0,0
11,2021-01-01,05:30,0,0,1,13
12,2021-01-01,05:30,0,0,1,1
13,2021-01-01,05:30,0,0,3,1
14,2021-01-01,05:30,0,0,0,0
15,2021-01-01,05:30,0,0,0,0
16,2021-01-01,05:30,0,0,0,0
17,2021-01-01,05:30,0,0,0,0
18,2021-01-01,05:30,0,0,0,0
19,2021-01-01,05:30,0,0,0,0
1,2021-01-01,05:31,0,0,0,0
2,2021-01-01,05:31,0,0,0,0
3,2021-01-01,05:31,0,0,0,0
4,2021-01-01,05:31,0,0,0,0
5,2021-01-01,05:31,0,0,0,0
6,2021-01-01,05:31,0,0,0,0
7,2021-01-01,05:31,0,0,0,0
8,2021-01-01,05:31,0,0,0,0
9,2021-01-01,05:31,0,0,5,0
10,2021-01-01,05:31,1,0,1,0
11,2021-01-01,05:31,0,0,1,13
12,2021-01-01,05:31,0,0,1,1
13,2021-01-01,05:31,0,0,3,1
14,2021-01-01,05:31,0,0,0,0
15,2021-01-01,05:31,0,0,0,0
16,2021-01-01,05:31,0,0,0,0
17,2021-01-01,05:31,0,0,0,0
18,2021-01-01,05:31,0,0,0,0
19,2021-01-01,05:31,0,0,0,0
1,2021-01-01,05:32,0,0,0,0
2,2021-01-01,05:32,0,0,0,0
3,2021-01-01,05:32,0,0,0,0
4,2021-01-01,05:32,0,0,0,0
5,2021-01-01,05:32,0,0,0,0
6,2021-01-01,05:32,0,0,0,0
7,2021-01-01,05:32,0,0,0,0
8,2021-01-01,05:32,0,0,0,0
9,2021-01-01,05:32,0,0,5,0
10,2021-01-01,05:32,0,2,1,2
11,2021-01-01,05:32,0,0,1,13
12,2021-01-01,05:32,0,0,1,1
13,2021-01-01,05:32,0,0,3,1
14,2021-01-01,05:32,0,0,0,0
15,2021-01-01,05:32,0,0,0,0
16,2021-01-01,05:32,0,0,0,0
17,2021-01-01,05:32,0,0,0,0
18,2021-01-01,05:32,0,0,0,0
19,2021-01-01,05:32,0,0,0,0
1,2021-01-01,05:33,0,0,0,0
2,2021-01-01,05:33,0,0,0,0
3,2021-01-01,05:33,0,0,0,0
4,2021-01-01,05:33,0,0,0,0
5,2021-01-01,05:33,0,0,0,0
6,2021-01-01,05:33,0,0,0,0
7,2021-01-01,05:33,0,0,0,0
8,2021-01-01,05:33,0,0,0,0
9,2021-01-01,05:33,0,0,5,0
10,2021-01-01,05:33,0,0,1,2
11,2021-01-01,05:33,0,0,1,13
12,2021-01-01,05:33,0,0,1,1
13,2021-01-01,05:33,0,0,3,1
14,2021-01-01,05:33,0,0,0,0
15,2021-01-01,05:33,0,0,0,0
16,2021-01-01,05:33,0,0,0,0
17,2021-01-01,05:33,0,0,0,0
18,2021-01-01,05:33,0,0,0,0
19,2021-01-01,05:33,0,0,0,0
1,2021-01-01,05:34,0,0,0,0
2,2021-01-01,05:34,0,0,0,0
3,2021-01-01,05:34,0,0,0,0
4,2021-01-01,05:34,0,0,0,0
5,2021-01-01,05:34,0,0,0,0
6,2021-01-01,05:34,0,0,0,0
7,2021-01-01,05:34,0,0,0,0
8,2021-01-01,05:34,0,0,0,0
9,2021-01-01,05:34,0,0,5,0
10,2021-01-01,05:34,0,0,1,2
11,2021-01-01,05:34,0,0,1,13
12,2021-01-01,05:34,0,0,1,1
13,2021-01-01,05:34,1,0,4,1
14,2021-01-01,05:34,0,0,0,0
15,2021-01-01,05:34,0,0,0,0
16,2021-01-01,05:34,0,0,0,0
17,2021-01-01,05:34,0,0,0,0
18,2021-01-01,05:34,0,0,0,0
19,2021-01-01,05:34,0,0,0,0
